;No;Top Label;Label Num;Label;Loss;Time;bird;frog;prediction;confuse_bird_bird;confuse_bird_frog;confuse_frog_bird;confuse_frog_frog
1031;121031;others;1;frog;0.0004405975341796875;11-02-2020 10:21:48;-4.837639299999999;5.165628;frog;0;0;0;1
1032;121032;others;1;frog;0.0;11-02-2020 10:21:48;-12.06429;12.63958;frog;0;0;0;1
1033;121033;others;1;frog;0.0;11-02-2020 10:21:48;-12.06429;12.63958;frog;0;0;0;1
1034;121034;others;1;frog;1.049041748046875e-05;11-02-2020 10:21:48;-5.5266647;5.95184;frog;0;0;0;1
1035;121035;others;0;bird;0.0;11-02-2020 10:21:48;10.48173;-10.283732;bird;1;0;0;0
1036;121036;others;1;frog;0.00018978118896484372;11-02-2020 10:21:48;-4.38199;4.1884146;frog;0;0;0;1
1037;121037;others;0;bird;0.0;11-02-2020 10:21:48;8.134821;-8.038553;bird;1;0;0;0
1038;121038;others;1;frog;0.0;11-02-2020 10:21:48;11.826024;-11.305597;bird;0;0;1;0
1039;121039;others;0;bird;0.0;11-02-2020 10:21:48;11.826024;-11.305597;bird;1;0;0;0
1040;121040;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:48;7.3630586;-7.1823792;bird;1;0;0;0
1041;121041;others;1;frog;1.796086689864751e-05;11-02-2020 10:21:48;-8.272477;8.360603;frog;0;0;0;1
1042;121042;others;0;bird;1.796086689864751e-05;11-02-2020 10:21:48;-8.272477;8.360603;frog;0;1;0;0
1043;121043;others;1;frog;1.796086689864751e-05;11-02-2020 10:21:48;-8.272477;8.360603;frog;0;0;0;1
1044;121044;others;1;frog;9.059906005859377e-06;11-02-2020 10:21:48;-5.6324697;5.968564499999999;frog;0;0;0;1
1045;121045;others;0;bird;3.178914482759865e-07;11-02-2020 10:21:48;6.9707737000000005;-7.0659056;bird;1;0;0;0
1046;121046;others;1;frog;3.178914482759865e-07;11-02-2020 10:21:48;6.9707737000000005;-7.0659056;bird;0;0;1;0
1047;121047;others;0;bird;3.178914482759865e-07;11-02-2020 10:21:48;6.9707737000000005;-7.0659056;bird;1;0;0;0
1048;121048;others;0;bird;0.0;11-02-2020 10:21:48;9.730182000000001;-9.737124;bird;1;0;0;0
1049;121049;others;1;frog;4.76837158203125e-06;11-02-2020 10:21:48;-6.0821834;6.494258;frog;0;0;0;1
1050;121050;others;1;frog;4.76837158203125e-06;11-02-2020 10:21:48;-6.0821834;6.494258;frog;0;0;0;1
1051;121051;others;1;frog;0.0005903244018554688;11-02-2020 10:21:48;-3.3522227;4.0823599999999995;frog;0;0;0;1
1052;121052;others;0;bird;2.47955322265625e-05;11-02-2020 10:21:48;4.945613400000001;-4.966803;bird;1;0;0;0
1053;121053;others;0;bird;2.47955322265625e-05;11-02-2020 10:21:48;4.945613400000001;-4.966803;bird;1;0;0;0
1054;121054;others;1;frog;0.0003490447998046875;11-02-2020 10:21:48;-3.4812114000000003;3.8162873;frog;0;0;0;1
1055;121055;others;1;frog;0.0003490447998046875;11-02-2020 10:21:48;-3.4812114000000003;3.8162873;frog;0;0;0;1
1056;121056;others;1;frog;0.0003490447998046875;11-02-2020 10:21:48;-3.4812114000000003;3.8162873;frog;0;0;0;1
1057;121057;others;1;frog;0.0038323402404785156;11-02-2020 10:21:48;-2.7852482999999997;2.7771394;frog;0;0;0;1
1058;121058;others;1;frog;1.3589859008789062e-05;11-02-2020 10:21:48;5.3597574;-5.1527257;bird;0;0;1;0
1059;121059;others;0;bird;1.3589859008789062e-05;11-02-2020 10:21:48;5.3597574;-5.1527257;bird;1;0;0;0
1060;121060;others;1;frog;1.430511474609375e-06;11-02-2020 10:21:48;-6.5423393;6.736492999999999;frog;0;0;0;1
1061;121061;others;0;bird;8.821487426757812e-06;11-02-2020 10:21:48;-16.105435999999997;16.582796;frog;0;1;0;0
1062;121062;others;1;frog;8.821487426757812e-06;11-02-2020 10:21:48;-16.105435999999997;16.582796;frog;0;0;0;1
1063;121063;others;0;bird;5.245208740234375e-05;11-02-2020 10:21:48;4.895811599999999;-4.955983;bird;1;0;0;0
1064;121064;others;1;frog;0.0;11-02-2020 10:21:48;-9.156411;9.352729;frog;0;0;0;1
1065;121065;others;0;bird;8.20159912109375e-05;11-02-2020 10:21:49;4.85577;-4.551826999999999;bird;1;0;0;0
1066;121066;others;1;frog;0.0;11-02-2020 10:21:49;-10.063325;10.426886999999999;frog;0;0;0;1
1067;121067;others;0;bird;0.0;11-02-2020 10:21:49;-7.758229300000001;8.050175999999999;frog;0;1;0;0
1068;121068;others;1;frog;0.0;11-02-2020 10:21:49;-7.758229300000001;8.050175999999999;frog;0;0;0;1
1069;121069;others;1;frog;2.47955322265625e-05;11-02-2020 10:21:49;-5.0014606;5.6044073;frog;0;0;0;1
1070;121070;others;1;frog;0.0;11-02-2020 10:21:49;-10.908058;11.035196000000001;frog;0;0;0;1
1071;121071;others;0;bird;1.4066696166992188e-05;11-02-2020 10:21:49;-7.6024975999999995;8.232941;frog;0;1;0;0
1072;121072;others;1;frog;1.4066696166992188e-05;11-02-2020 10:21:49;-7.6024975999999995;8.232941;frog;0;0;0;1
1073;121073;others;0;bird;0.0;11-02-2020 10:21:49;-17.318872;17.4736;frog;0;1;0;0
1074;121074;others;1;frog;0.0;11-02-2020 10:21:49;-17.318872;17.4736;frog;0;0;0;1
1075;121075;others;0;bird;4.76837158203125e-06;11-02-2020 10:21:49;-5.727932;5.811927;frog;0;1;0;0
1076;121076;others;1;frog;4.76837158203125e-06;11-02-2020 10:21:49;-5.727932;5.811927;frog;0;0;0;1
1077;121077;others;0;bird;3.5762786865234375e-06;11-02-2020 10:21:49;-6.1843557;6.5263230000000005;frog;0;1;0;0
1078;121078;others;1;frog;3.5762786865234375e-06;11-02-2020 10:21:49;-6.1843557;6.5263230000000005;frog;0;0;0;1
1079;121079;others;0;bird;1.430511474609375e-06;11-02-2020 10:21:49;6.6616797000000005;-6.662475;bird;1;0;0;0
1080;121080;others;1;frog;0.0;11-02-2020 10:21:49;-7.8174589999999995;8.120997000000001;frog;0;0;0;1
1081;121081;others;0;bird;0.0003790855407714844;11-02-2020 10:21:49;4.0799837;-3.7973592000000003;bird;1;0;0;0
1082;121082;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:49;-7.102701;7.150511999999999;frog;0;0;0;1
1083;121083;others;0;bird;1.6689300537109375e-06;11-02-2020 10:21:49;6.622383;-6.381586;bird;1;0;0;0
1084;121084;others;0;bird;1.6689300537109375e-06;11-02-2020 10:21:49;6.622383;-6.381586;bird;1;0;0;0
1085;121085;others;1;frog;8.106231689453125e-06;11-02-2020 10:21:49;-5.6380887;6.0880756;frog;0;0;0;1
1086;121086;others;0;bird;0.0011491775512695312;11-02-2020 10:21:49;3.421958;-3.3462555;bird;1;0;0;0
1087;121087;others;0;bird;0.0;11-02-2020 10:21:49;9.903595;-9.432471000000001;bird;1;0;0;0
1088;121088;others;1;frog;1.2079874977644067e-05;11-02-2020 10:21:49;5.1285844;-5.100596;bird;0;0;1;0
1089;121089;others;0;bird;1.2079874977644067e-05;11-02-2020 10:21:49;5.1285844;-5.100596;bird;1;0;0;0
1090;121090;others;0;bird;1.2079874977644067e-05;11-02-2020 10:21:49;5.1285844;-5.100596;bird;1;0;0;0
1091;121091;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:49;-6.9110546;7.325578999999999;frog;0;0;0;1
1092;121092;others;1;frog;0.0;11-02-2020 10:21:49;-8.897737;9.189421000000001;frog;0;0;0;1
1093;121093;others;0;bird;1.4781951904296875e-05;11-02-2020 10:21:49;5.668573;-5.44561;bird;1;0;0;0
1094;121094;others;1;frog;0.0;11-02-2020 10:21:49;-12.688421;13.187403;frog;0;0;0;1
1095;121095;others;0;bird;3.814697265625e-06;11-02-2020 10:21:49;6.099506400000001;-6.3264154999999995;bird;1;0;0;0
1096;121096;others;1;frog;0.0;11-02-2020 10:21:49;-7.368742500000001;7.690902;frog;0;0;0;1
1097;121097;others;1;frog;0.0;11-02-2020 10:21:49;12.831058500000001;-12.589728;bird;0;0;1;0
1098;121098;others;0;bird;0.0;11-02-2020 10:21:49;12.831058500000001;-12.589728;bird;1;0;0;0
1099;121099;others;0;bird;0.00041759014129638666;11-02-2020 10:21:49;3.627139;-3.4811802000000003;bird;1;0;0;0
1100;121100;others;0;bird;0.00041759014129638666;11-02-2020 10:21:49;3.627139;-3.4811802000000003;bird;1;0;0;0
1101;121101;others;0;bird;0.0;11-02-2020 10:21:49;10.506967999999999;-10.208585000000001;bird;1;0;0;0
1102;121102;others;1;frog;1.9073486328125e-06;11-02-2020 10:21:49;-6.567222599999999;6.673139999999999;frog;0;0;0;1
1103;121103;others;1;frog;2.5033950805664066e-05;11-02-2020 10:21:49;5.247855;-4.6533623;bird;0;0;1;0
1104;121104;others;0;bird;2.5033950805664066e-05;11-02-2020 10:21:49;5.247855;-4.6533623;bird;1;0;0;0
1105;121105;others;0;bird;9.5367431640625e-06;11-02-2020 10:21:49;5.977214;-5.5858360000000005;bird;1;0;0;0
1106;121106;others;0;bird;5.53131103515625e-05;11-02-2020 10:21:49;14.4240465;-14.286754;bird;1;0;0;0
1107;121107;others;0;bird;5.53131103515625e-05;11-02-2020 10:21:49;14.4240465;-14.286754;bird;1;0;0;0
1108;121108;others;0;bird;5.53131103515625e-05;11-02-2020 10:21:49;14.4240465;-14.286754;bird;1;0;0;0
1109;121109;others;1;frog;0.0;11-02-2020 10:21:49;-8.255203999999999;8.264385;frog;0;0;0;1
1110;121110;others;1;frog;0.0;11-02-2020 10:21:49;-8.255203999999999;8.264385;frog;0;0;0;1
1111;121111;others;1;frog;0.0;11-02-2020 10:21:49;-8.457853;8.939553;frog;0;0;0;1
1112;121112;others;1;frog;0.0;11-02-2020 10:21:49;-15.943354000000001;16.591698;frog;0;0;0;1
1113;121113;others;1;frog;4.887580871582031e-06;11-02-2020 10:21:49;5.8013515;-5.83015;bird;0;0;1;0
1114;121114;others;0;bird;4.887580871582031e-06;11-02-2020 10:21:49;5.8013515;-5.83015;bird;1;0;0;0
1115;121115;others;1;frog;4.887580871582031e-06;11-02-2020 10:21:49;5.8013515;-5.83015;bird;0;0;1;0
1116;121116;others;0;bird;4.887580871582031e-06;11-02-2020 10:21:49;5.8013515;-5.83015;bird;1;0;0;0
1117;121117;others;1;frog;0.0;11-02-2020 10:21:49;-12.106615;12.371724;frog;0;0;0;1
1118;121118;others;0;bird;0.0;11-02-2020 10:21:49;11.161010000000001;-10.911716;bird;1;0;0;0
1119;121119;others;0;bird;1.1920928955078123e-06;11-02-2020 10:21:49;-6.3851223;6.5278196;frog;0;1;0;0
1120;121120;others;1;frog;1.1920928955078123e-06;11-02-2020 10:21:49;-6.3851223;6.5278196;frog;0;0;0;1
1121;121121;others;0;bird;0.00809478759765625;11-02-2020 10:21:49;2.049461;-2.0658206999999997;bird;1;0;0;0
1122;121122;others;0;bird;0.00809478759765625;11-02-2020 10:21:49;2.049461;-2.0658206999999997;bird;1;0;0;0
1123;121123;others;0;bird;3.337860107421875e-06;11-02-2020 10:21:49;-15.726739000000002;16.348776;frog;0;1;0;0
1124;121124;others;1;frog;3.337860107421875e-06;11-02-2020 10:21:49;-15.726739000000002;16.348776;frog;0;0;0;1
1125;121125;others;0;bird;4.609426014212659e-06;11-02-2020 10:21:49;-5.649736;5.5236845;frog;0;1;0;0
1126;121126;others;0;bird;4.609426014212659e-06;11-02-2020 10:21:49;-5.649736;5.5236845;frog;0;1;0;0
1127;121127;others;1;frog;4.609426014212659e-06;11-02-2020 10:21:49;-5.649736;5.5236845;frog;0;0;0;1
1128;121128;others;0;bird;1.4781951904296875e-05;11-02-2020 10:21:49;15.361428;-15.238957000000001;bird;1;0;0;0
1129;121129;others;0;bird;1.4781951904296875e-05;11-02-2020 10:21:49;15.361428;-15.238957000000001;bird;1;0;0;0
1130;121130;others;1;frog;0.0002084970474243164;11-02-2020 10:21:49;8.853651;-8.878077000000001;bird;0;0;1;0
1131;121131;others;0;bird;0.0002084970474243164;11-02-2020 10:21:49;8.853651;-8.878077000000001;bird;1;0;0;0
1132;121132;others;0;bird;1.3828277587890625e-05;11-02-2020 10:21:49;-19.435162;19.576817000000002;frog;0;1;0;0
1133;121133;others;1;frog;1.3828277587890625e-05;11-02-2020 10:21:49;-19.435162;19.576817000000002;frog;0;0;0;1
1134;121134;others;1;frog;0.0008862018585205078;11-02-2020 10:21:49;-3.2978904000000004;3.7301836;frog;0;0;0;1
1135;121135;others;0;bird;7.772445678710938e-05;11-02-2020 10:21:49;4.772332;-4.691955;bird;1;0;0;0
1136;121136;others;0;bird;0.0015617609024047852;11-02-2020 10:21:49;-8.290677;8.410005;frog;0;1;0;0
1137;121137;others;1;frog;0.0015617609024047852;11-02-2020 10:21:49;-8.290677;8.410005;frog;0;0;0;1
1138;121138;others;1;frog;0.0015617609024047852;11-02-2020 10:21:49;-8.290677;8.410005;frog;0;0;0;1
1139;121139;others;1;frog;0.0015617609024047852;11-02-2020 10:21:49;-8.290677;8.410005;frog;0;0;0;1
1140;121140;others;1;frog;0.0;11-02-2020 10:21:49;-8.528831;8.613514;frog;0;0;0;1
1141;121141;others;1;frog;0.0;11-02-2020 10:21:49;-8.808385000000001;9.082891;frog;0;0;0;1
1142;121142;others;0;bird;0.0;11-02-2020 10:21:49;12.047658;-12.047566999999999;bird;1;0;0;0
1143;121143;others;0;bird;0.0;11-02-2020 10:21:49;12.047658;-12.047566999999999;bird;1;0;0;0
1144;121144;others;0;bird;0.0;11-02-2020 10:21:49;9.151043;-8.929683;bird;1;0;0;0
1145;121145;others;0;bird;0.00033199787139892584;11-02-2020 10:21:49;-3.4480329;3.8688182999999996;frog;0;1;0;0
1146;121146;others;1;frog;0.00033199787139892584;11-02-2020 10:21:49;-3.4480329;3.8688182999999996;frog;0;0;0;1
1147;121147;others;0;bird;0.0;11-02-2020 10:21:49;-20.498137;21.114971;frog;0;1;0;0
1148;121148;others;1;frog;0.0;11-02-2020 10:21:49;-20.498137;21.114971;frog;0;0;0;1
1149;121149;others;1;frog;0.0;11-02-2020 10:21:49;-8.786073;8.885621;frog;0;0;0;1
1150;121150;others;0;bird;8.20159912109375e-05;11-02-2020 10:21:49;4.803541;-4.603945700000001;bird;1;0;0;0
1151;121151;others;1;frog;0.00020170211791992188;11-02-2020 10:21:49;-4.230139;4.278247;frog;0;0;0;1
1152;121152;others;1;frog;9.775161743164062e-06;11-02-2020 10:21:49;15.383789000000002;-15.240448;bird;0;0;1;0
1153;121153;others;0;bird;9.775161743164062e-06;11-02-2020 10:21:49;15.383789000000002;-15.240448;bird;1;0;0;0
1154;121154;others;1;frog;0.0;11-02-2020 10:21:49;-9.535263;9.726182000000001;frog;0;0;0;1
1155;121155;others;1;frog;0.0;11-02-2020 10:21:49;-11.796875;11.8129225;frog;0;0;0;1
1156;121156;others;0;bird;6.198883056640625e-05;11-02-2020 10:21:49;8.127378;-7.863364999999999;bird;1;0;0;0
1157;121157;others;0;bird;6.198883056640625e-05;11-02-2020 10:21:49;8.127378;-7.863364999999999;bird;1;0;0;0
1158;121158;others;1;frog;5.245208740234375e-06;11-02-2020 10:21:49;-5.780530000000001;6.3812809999999995;frog;0;0;0;1
1159;121159;others;0;bird;7.152557373046875e-07;11-02-2020 10:21:49;-10.998834;11.701022;frog;0;1;0;0
1160;121160;others;1;frog;7.152557373046875e-07;11-02-2020 10:21:49;-10.998834;11.701022;frog;0;0;0;1
1161;121161;others;0;bird;0.007254838943481445;11-02-2020 10:21:49;2.6021748;-2.3202791;bird;1;0;0;0
1162;121162;others;0;bird;8.034706115722656e-05;11-02-2020 10:21:49;-8.832164;8.939553;frog;0;1;0;0
1163;121163;others;1;frog;8.034706115722656e-05;11-02-2020 10:21:49;-8.832164;8.939553;frog;0;0;0;1
1164;121164;others;1;frog;0.0;11-02-2020 10:21:49;8.391936;-8.51856;bird;0;0;1;0
1165;121165;others;0;bird;0.0;11-02-2020 10:21:49;8.391936;-8.51856;bird;1;0;0;0
1166;121166;others;1;frog;0.0;11-02-2020 10:21:49;-10.612591;10.942976;frog;0;0;0;1
1167;121167;others;0;bird;0.0;11-02-2020 10:21:49;18.144678;-17.72277;bird;1;0;0;0
1168;121168;others;0;bird;0.0011165142059326172;11-02-2020 10:21:49;3.5305797999999995;-3.2664115000000002;bird;1;0;0;0
1169;121169;others;1;frog;0.0;11-02-2020 10:21:49;-12.0925045;12.310426;frog;0;0;0;1
1170;121170;others;0;bird;2.408027648925781e-05;11-02-2020 10:21:49;7.476608000000001;-7.2548594;bird;1;0;0;0
1171;121171;others;0;bird;2.408027648925781e-05;11-02-2020 10:21:49;7.476608000000001;-7.2548594;bird;1;0;0;0
1172;121172;others;0;bird;0.0003476142883300781;11-02-2020 10:21:49;4.0526414;-3.9109633;bird;1;0;0;0
1173;121173;others;1;frog;6.723403930664062e-05;11-02-2020 10:21:49;-6.539193;6.5611877000000005;frog;0;0;0;1
1174;121174;others;1;frog;6.723403930664062e-05;11-02-2020 10:21:49;-6.539193;6.5611877000000005;frog;0;0;0;1
1175;121175;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:49;-7.0550704;7.0431657;frog;0;0;0;1
1176;121176;others;0;bird;1.3828277587890625e-05;11-02-2020 10:21:49;5.604193;-5.5730133;bird;1;0;0;0
1177;121177;others;0;bird;1.5894572413799324e-07;11-02-2020 10:21:49;7.3453965;-7.432745;bird;1;0;0;0
1178;121178;others;1;frog;1.5894572413799324e-07;11-02-2020 10:21:49;7.3453965;-7.432745;bird;0;0;1;0
1179;121179;others;0;bird;1.5894572413799324e-07;11-02-2020 10:21:49;7.3453965;-7.432745;bird;1;0;0;0
1180;121180;others;1;frog;0.0;11-02-2020 10:21:49;-12.919649;13.137188;frog;0;0;0;1
1181;121181;others;1;frog;3.814697265625e-06;11-02-2020 10:21:49;-6.0841856;6.3762813;frog;0;0;0;1
1182;121182;others;1;frog;5.984306335449219e-05;11-02-2020 10:21:49;4.6940745999999995;-4.3840575;bird;0;0;1;0
1183;121183;others;0;bird;5.984306335449219e-05;11-02-2020 10:21:49;4.6940745999999995;-4.3840575;bird;1;0;0;0
1184;121184;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:49;-7.0825663;7.3447127000000005;frog;0;0;0;1
1185;121185;others;0;bird;0.0018301010131835933;11-02-2020 10:21:49;3.8642979;-3.767414;bird;1;0;0;0
1186;121186;others;0;bird;0.0018301010131835933;11-02-2020 10:21:49;3.8642979;-3.767414;bird;1;0;0;0
1187;121187;others;1;frog;0.00016808509826660156;11-02-2020 10:21:49;6.4364156999999995;-6.226961;bird;0;0;1;0
1188;121188;others;0;bird;0.00016808509826660156;11-02-2020 10:21:49;6.4364156999999995;-6.226961;bird;1;0;0;0
1189;121189;others;1;frog;0.0004988908767700195;11-02-2020 10:21:49;7.8746924;-7.5668836;bird;0;0;1;0
1190;121190;others;0;bird;0.0004988908767700195;11-02-2020 10:21:49;7.8746924;-7.5668836;bird;1;0;0;0
1191;121191;others;0;bird;8.96453857421875e-05;11-02-2020 10:21:49;4.771256;-4.5487404;bird;1;0;0;0
1192;121192;others;1;frog;7.2479248046875e-05;11-02-2020 10:21:49;4.6501293;-4.480601;bird;0;0;1;0
1193;121193;others;0;bird;7.2479248046875e-05;11-02-2020 10:21:49;4.6501293;-4.480601;bird;1;0;0;0
1194;121194;others;0;bird;9.5367431640625e-07;11-02-2020 10:21:49;7.208628699999999;-6.7560625;bird;1;0;0;0
1195;121195;others;1;frog;0.0;11-02-2020 10:21:49;-12.46964;12.844735;frog;0;0;0;1
1196;121196;others;1;frog;1.430511474609375e-06;11-02-2020 10:21:49;-6.6584444000000005;6.7031;frog;0;0;0;1
1197;121197;others;1;frog;2.193450927734375e-05;11-02-2020 10:21:49;-5.261857;5.4706470000000005;frog;0;0;0;1
1198;121198;others;1;frog;0.0;11-02-2020 10:21:49;-13.288386;13.567388000000001;frog;0;0;0;1
1199;121199;others;1;frog;0.0;11-02-2020 10:21:49;-13.288386;13.567388000000001;frog;0;0;0;1
1200;121200;others;1;frog;0.0;11-02-2020 10:21:49;-13.288386;13.567388000000001;frog;0;0;0;1
1201;121201;others;0;bird;3.862380981445313e-05;11-02-2020 10:21:49;5.0682487;-5.087164;bird;1;0;0;0
1202;121202;others;0;bird;0.0;11-02-2020 10:21:49;18.899296;-18.767492;bird;1;0;0;0
1203;121203;others;1;frog;8.58306884765625e-06;11-02-2020 10:21:49;-5.709018700000001;5.9719014;frog;0;0;0;1
1204;121204;others;1;frog;0.0;11-02-2020 10:21:49;-9.968571;10.296014999999999;frog;0;0;0;1
1205;121205;others;1;frog;0.0;11-02-2020 10:21:49;-12.218842;12.661681;frog;0;0;0;1
1206;121206;others;0;bird;0.0;11-02-2020 10:21:49;-12.218842;12.661681;frog;0;1;0;0
1207;121207;others;1;frog;0.0;11-02-2020 10:21:49;-12.218842;12.661681;frog;0;0;0;1
1208;121208;others;0;bird;0.0;11-02-2020 10:21:49;9.817328;-9.418894;bird;1;0;0;0
1209;121209;others;0;bird;1.6689300537109375e-05;11-02-2020 10:21:49;14.089188;-13.819327;bird;1;0;0;0
1210;121210;others;0;bird;1.6689300537109375e-05;11-02-2020 10:21:49;14.089188;-13.819327;bird;1;0;0;0
1211;121211;others;0;bird;0.0;11-02-2020 10:21:49;11.099439;-11.294857;bird;1;0;0;0
1212;121212;others;0;bird;0.0;11-02-2020 10:21:49;11.099439;-11.294857;bird;1;0;0;0
1213;121213;others;0;bird;0.00013709068298339844;11-02-2020 10:21:49;4.121365;-4.0801077;bird;1;0;0;0
1214;121214;others;0;bird;0.00013709068298339844;11-02-2020 10:21:49;4.121365;-4.0801077;bird;1;0;0;0
1215;121215;others;1;frog;0.0;11-02-2020 10:21:49;-7.502422;7.753665400000001;frog;0;0;0;1
1216;121216;others;0;bird;1.1920928955078123e-06;11-02-2020 10:21:49;-8.850502;8.875275;frog;0;1;0;0
1217;121217;others;1;frog;1.1920928955078123e-06;11-02-2020 10:21:49;-8.850502;8.875275;frog;0;0;0;1
1218;121218;others;1;frog;0.0003831386566162109;11-02-2020 10:21:49;-3.9633756;3.9036294999999996;frog;0;0;0;1
1219;121219;others;0;bird;2.47955322265625e-05;11-02-2020 10:21:49;5.6504900000000005;-4.961271;bird;1;0;0;0
1220;121220;others;1;frog;0.0;11-02-2020 10:21:49;-9.737905;10.216097999999999;frog;0;0;0;1
1221;121221;others;0;bird;8.7738037109375e-05;11-02-2020 10:21:49;4.71707;-4.6228337;bird;1;0;0;0
1222;121222;others;1;frog;0.00014066696166992188;11-02-2020 10:21:49;-4.2935176;4.576251999999999;frog;0;0;0;1
1223;121223;others;1;frog;0.0;11-02-2020 10:21:49;-8.908481;9.22869;frog;0;0;0;1
1224;121224;others;1;frog;0.0018110275268554688;11-02-2020 10:21:49;-3.1322317;3.1807317999999998;frog;0;0;0;1
1225;121225;others;1;frog;3.147125244140625e-05;11-02-2020 10:21:49;-5.1379967;5.2287;frog;0;0;0;1
1226;121226;others;1;frog;1.1920928955078125e-05;11-02-2020 10:21:49;-5.5743084000000005;5.773404;frog;0;0;0;1
1227;121227;others;0;bird;0.0;11-02-2020 10:21:49;7.9768796;-7.838286999999999;bird;1;0;0;0
1228;121228;others;1;frog;0.0;11-02-2020 10:21:49;-18.227823;18.552137;frog;0;0;0;1
1229;121229;others;1;frog;0.0002970695495605469;11-02-2020 10:21:49;-3.9081687999999994;4.213201000000001;frog;0;0;0;1
1230;121230;others;0;bird;0.0;11-02-2020 10:21:49;9.335689;-9.366829;bird;1;0;0;0
1231;121231;others;0;bird;0.0;11-02-2020 10:21:49;9.335689;-9.366829;bird;1;0;0;0
1232;121232;others;0;bird;0.0;11-02-2020 10:21:49;11.576267;-11.043424;bird;1;0;0;0
1233;121233;others;1;frog;4.76837158203125e-06;11-02-2020 10:21:50;-6.099491;6.1200985999999995;frog;0;0;0;1
1234;121234;others;1;frog;0.0;11-02-2020 10:21:50;-11.195432;11.391097;frog;0;0;0;1
1235;121235;others;0;bird;2.86102294921875e-06;11-02-2020 10:21:50;6.442332;-6.3625584;bird;1;0;0;0
1236;121236;others;0;bird;1.9073486328125e-06;11-02-2020 10:21:50;6.6451716;-6.515176;bird;1;0;0;0
1237;121237;others;0;bird;1.430511474609375e-06;11-02-2020 10:21:50;6.679641;-6.616332000000001;bird;1;0;0;0
1238;121238;others;0;bird;0.0;11-02-2020 10:21:50;15.1216135;-14.834527;bird;1;0;0;0
1239;121239;others;1;frog;3.528594970703125e-05;11-02-2020 10:21:50;-11.634321;11.597897;frog;0;0;0;1
1240;121240;others;1;frog;3.528594970703125e-05;11-02-2020 10:21:50;-11.634321;11.597897;frog;0;0;0;1
1241;121241;others;1;frog;0.0;11-02-2020 10:21:50;-8.592151;8.665697;frog;0;0;0;1
1242;121242;others;0;bird;0.0;11-02-2020 10:21:50;8.129186;-7.661536;bird;1;0;0;0
1243;121243;others;0;bird;0.0;11-02-2020 10:21:50;8.129186;-7.661536;bird;1;0;0;0
1244;121244;others;1;frog;0.0;11-02-2020 10:21:50;-8.875413;8.967608;frog;0;0;0;1
1245;121245;others;1;frog;0.0010429620742797852;11-02-2020 10:21:50;4.5167165;-4.371814;bird;0;0;1;0
1246;121246;others;0;bird;0.0010429620742797852;11-02-2020 10:21:50;4.5167165;-4.371814;bird;1;0;0;0
1247;121247;others;0;bird;0.0013427734375;11-02-2020 10:21:50;2.9633882000000002;-2.955174;bird;1;0;0;0
1248;121248;others;0;bird;0.0013427734375;11-02-2020 10:21:50;2.9633882000000002;-2.955174;bird;1;0;0;0
1249;121249;others;1;frog;0.0015985965728759766;11-02-2020 10:21:50;-3.0754075000000003;3.3623817000000003;frog;0;0;0;1
1250;121250;others;0;bird;0.00016641616821289062;11-02-2020 10:21:50;4.508718;-4.1921134;bird;1;0;0;0
1251;121251;others;0;bird;0.0;11-02-2020 10:21:50;15.387073999999998;-15.545163;bird;1;0;0;0
1252;121252;others;1;frog;2.384185791015625e-07;11-02-2020 10:21:50;11.823633000000001;-11.942375;bird;0;0;1;0
1253;121253;others;0;bird;2.384185791015625e-07;11-02-2020 10:21:50;11.823633000000001;-11.942375;bird;1;0;0;0
1254;121254;others;1;frog;0.0012553930282592773;11-02-2020 10:21:50;-3.0265844;2.9593477000000004;frog;0;0;0;1
1255;121255;others;1;frog;0.0012553930282592773;11-02-2020 10:21:50;-3.0265844;2.9593477000000004;frog;0;0;0;1
1256;121256;others;1;frog;0.0;11-02-2020 10:21:50;-7.633825999999999;7.983322599999999;frog;0;0;0;1
1257;121257;others;1;frog;1.621246337890625e-05;11-02-2020 10:21:50;-5.2862277;5.733107599999999;frog;0;0;0;1
1258;121258;others;0;bird;0.0022962093353271484;11-02-2020 10:21:50;2.6704204;-2.7106418999999997;bird;1;0;0;0
1259;121259;others;0;bird;0.0022962093353271484;11-02-2020 10:21:50;2.6704204;-2.7106418999999997;bird;1;0;0;0
1260;121260;others;1;frog;0.0;11-02-2020 10:21:50;-14.555632999999998;14.651851999999998;frog;0;0;0;1
1261;121261;others;1;frog;2.384185791015625e-05;11-02-2020 10:21:50;-5.3097157;5.326682;frog;0;0;0;1
1262;121262;others;0;bird;1.5497207641601562e-05;11-02-2020 10:21:50;5.2521515;-5.1878910000000005;bird;1;0;0;0
1263;121263;others;0;bird;1.5497207641601562e-05;11-02-2020 10:21:50;5.2521515;-5.1878910000000005;bird;1;0;0;0
1264;121264;others;0;bird;0.0008115768432617188;11-02-2020 10:21:50;6.822862;-6.816124;bird;1;0;0;0
1265;121265;others;0;bird;0.0008115768432617188;11-02-2020 10:21:50;6.822862;-6.816124;bird;1;0;0;0
1266;121266;others;0;bird;0.0;11-02-2020 10:21:50;-8.993491;9.028653;frog;0;1;0;0
